ID,date,price,bedrooms,bathrooms,sqm_living,sqm_lot,floors,waterfront,view,condition,grade,sqm_above,sqm_basement,yr_built,yr_renovated,sqm_living15,sqm_lot15
5532,2015-04-01,377000.0,4,1,167,778,1,no waterfront,0,5,6,83,83,1950,0,164,778
5533,2015-03-20,602000.0,4,2,185,685,2,no waterfront,0,3,8,185,0,1990,0,181,484
5534,2014-10-27,530000.0,3,1,154,445,1,no waterfront,0,3,7,89,65,1941,1996,140,445
5535,2015-03-25,525000.0,4,2,143,347,1,no waterfront,0,4,7,71,71,1946,0,101,471
5536,2014-11-10,250000.0,2,1,107,100,2,no waterfront,0,3,7,82,25,2006,0,107,100
5537,2014-05-28,681000.0,3,1,157,590,1,no waterfront,0,3,7,157,0,1907,0,193,557
5538,2014-09-05,625000.0,3,1,146,1912,1,no waterfront,0,3,8,146,0,1970,0,193,724
5539,2015-05-08,448500.0,3,2,193,364,2,no waterfront,0,3,8,193,0,2010,0,196,344
5540,2014-10-22,260000.0,3,2,95,674,1,no waterfront,0,3,6,95,0,1947,0,128,752
5541,2014-10-30,538000.0,3,1,164,747,1,no waterfront,0,4,7,94,69,1963,0,185,731
5542,2014-05-21,385500.0,3,2,143,738,1,no waterfront,0,3,7,104,39,1961,0,177,738
5543,2014-09-05,428400.0,4,2,246,557,2,no waterfront,0,3,9,246,0,2000,0,244,592
5544,2014-07-29,346290.0,4,2,249,858,2,no waterfront,0,3,8,249,0,1998,0,245,858
5545,2015-02-03,587000.0,4,2,205,783,2,no waterfront,0,3,9,205,0,1999,0,228,749
5546,2014-08-20,355000.0,4,2,222,629,2,no waterfront,0,3,7,222,0,2003,0,237,589
5547,2015-04-28,650000.0,5,2,239,730,1,no waterfront,0,4,8,137,102,1964,0,198,780
5548,2014-07-30,340000.0,4,2,200,506,2,no waterfront,0,3,7,200,0,2003,0,200,488
5549,2014-07-03,565000.0,4,2,207,801,1,no waterfront,0,4,8,132,74,1969,0,183,780
5550,2015-02-19,630000.0,4,2,185,464,1,no waterfront,0,5,7,185,0,1925,0,204,464
5551,2014-11-07,227000.0,3,1,118,668,1,no waterfront,0,5,6,118,0,1916,1983,117,668
5552,2014-07-29,600000.0,4,2,261,1641,1,no waterfront,0,4,8,152,108,1978,0,222,1044
5553,2015-02-02,540400.0,4,1,156,627,1,no waterfront,0,3,8,156,0,1974,0,177,650
5554,2014-10-01,569000.0,3,2,199,748,2,no waterfront,0,3,8,199,0,1995,0,199,666
5555,2014-07-10,735000.0,3,2,261,757,2,no waterfront,0,3,9,261,0,2004,0,270,464
5556,2014-12-16,434000.0,3,2,162,868,1,no waterfront,0,3,7,112,50,1987,0,179,793
5557,2015-03-19,578888.0,2,2,98,371,1,no waterfront,0,2,7,92,5,1914,0,121,371
5558,2014-05-23,465425.0,4,2,225,1924,1,no waterfront,0,3,7,225,0,1967,0,239,2503
5559,2015-04-22,280500.0,4,2,247,720,1,no waterfront,0,3,8,147,99,1986,0,209,720
5560,2015-02-05,539950.0,2,2,155,325,1,no waterfront,0,3,9,155,0,2007,0,216,361
5561,2014-09-04,406430.0,3,2,128,1433,1,no waterfront,0,4,7,128,0,1968,0,128,1433
5562,2015-02-05,1150000.0,4,3,386,3251,2,no waterfront,0,3,11,386,0,1991,0,495,3385
5563,2014-11-11,250000.0,3,2,166,575,2,no waterfront,0,3,8,166,0,1992,0,166,627
5564,2014-05-08,266000.0,3,2,180,794,1,no waterfront,0,3,7,135,44,1989,0,162,724
5565,2014-07-22,258000.0,3,2,129,668,1,no waterfront,0,3,7,129,0,1996,0,151,681
5566,2014-12-23,472000.0,3,2,204,2033,1,no waterfront,2,3,8,111,92,1961,0,241,1408
5567,2014-08-06,530000.0,3,2,117,142,2,no waterfront,0,3,8,117,0,2003,0,117,192
5568,2014-07-22,302282.0,2,1,101,475,1,no waterfront,0,3,7,101,0,1901,0,121,475
5569,2015-03-11,370000.0,2,1,78,577,1,no waterfront,0,3,6,69,9,1916,0,174,510
5570,2014-10-13,625000.0,4,2,163,493,1,no waterfront,0,4,7,108,54,1948,0,171,613
5571,2015-04-09,142500.0,1,1,64,634,1,no waterfront,0,4,5,64,0,1917,0,123,499
5572,2015-01-21,334000.0,3,1,130,687,1,no waterfront,0,3,7,130,0,1961,0,169,691
5573,2014-07-08,362000.0,5,3,168,278,2,no waterfront,0,3,7,168,0,1998,0,155,278
5574,2015-04-17,181000.0,2,1,121,371,1,no waterfront,0,3,7,88,33,1942,0,121,371
5575,2014-12-31,241500.0,3,1,130,968,1,no waterfront,0,4,7,130,0,1968,0,133,968
5576,2015-02-04,245000.0,3,1,218,1181,1,no waterfront,0,4,7,109,108,1964,0,156,966
5577,2015-05-06,227500.0,3,1,106,822,1,no waterfront,0,3,7,106,0,1968,0,113,889
5578,2014-10-03,158550.0,5,1,158,752,1,no waterfront,0,4,7,158,0,1961,0,137,745
5579,2014-09-25,450000.0,3,2,154,951,1,no waterfront,0,5,7,104,49,1968,0,156,709
5580,2015-02-04,485000.0,3,1,181,936,1,no waterfront,0,4,7,181,0,1967,0,217,817
5581,2014-11-06,353000.0,4,1,165,909,1,no waterfront,0,3,7,165,0,1967,0,107,905
5582,2015-04-06,500000.0,4,3,227,433,2,no waterfront,0,3,8,227,0,2004,0,228,454
5583,2014-09-08,360000.0,1,2,191,984,1,no waterfront,0,3,7,144,46,1927,1983,191,1103
5584,2015-02-23,357500.0,3,1,143,1101,1,no waterfront,0,4,7,143,0,1966,0,143,1065
5585,2014-05-06,272000.0,3,2,153,1283,2,no waterfront,0,3,7,153,0,1998,0,153,1406
5586,2015-04-28,422000.0,3,1,107,729,1,no waterfront,0,3,7,107,0,1960,0,120,772
5587,2014-09-17,365000.0,2,2,133,1393,1,no waterfront,0,3,7,133,0,1985,0,165,1393
5588,2014-08-21,450000.0,3,1,199,1281,1,no waterfront,0,4,8,149,50,1966,0,199,1438
5589,2014-09-22,275053.0,2,1,98,604,1,no waterfront,0,3,6,98,0,1950,0,102,668
5590,2014-11-06,1880000.0,3,2,243,1664,1,no waterfront,1,4,9,243,0,1949,0,315,1337
5591,2015-03-11,725000.0,3,1,151,836,1,no waterfront,0,3,7,89,62,1955,0,174,836
5592,2014-06-12,235000.0,3,1,170,900,1,no waterfront,0,4,7,139,31,1985,0,132,750
5593,2014-12-11,510000.0,2,1,76,390,1,no waterfront,0,3,5,76,0,1949,0,168,668
5594,2015-04-08,489950.0,2,1,76,390,1,no waterfront,0,3,5,76,0,1949,0,168,668
5595,2014-07-30,463000.0,3,2,186,389,2,no waterfront,0,3,8,186,0,1998,0,186,536
5596,2014-06-17,536000.0,4,2,184,552,2,no waterfront,0,3,8,184,0,1991,0,199,600
5597,2014-10-21,375000.0,4,2,277,570,2,no waterfront,0,3,8,277,0,2003,0,240,604
5598,2014-09-08,630000.0,4,2,235,439,2,no waterfront,0,3,9,235,0,1999,0,338,476
5599,2014-05-06,362000.0,3,2,152,1335,1,no waterfront,0,4,7,105,46,1963,0,187,975
5600,2015-02-04,350000.0,4,2,232,1083,1,no waterfront,2,3,9,138,93,1979,0,262,921
5601,2014-10-03,1691000.0,4,3,373,1255,2,no waterfront,0,3,11,373,0,2001,0,365,1255
5602,2015-02-24,255000.0,3,2,139,815,1,no waterfront,0,3,6,129,10,1943,0,121,815
5603,2014-08-06,269000.0,4,2,148,712,1,no waterfront,0,5,7,101,47,1975,0,142,557
5604,2014-08-25,370000.0,4,3,197,449,1,no waterfront,0,4,7,197,0,1930,0,99,449
5605,2015-05-01,270000.0,3,1,104,735,1,no waterfront,0,3,7,104,0,1961,0,129,797
5606,2015-02-24,265000.0,3,2,157,884,1,no waterfront,0,3,7,157,0,1997,0,171,884
5607,2015-04-29,487000.0,2,1,133,375,1,no waterfront,0,3,7,89,44,1946,0,130,375
5608,2014-08-04,835000.0,4,3,303,559,2,no waterfront,0,3,10,303,0,2001,0,303,608
5609,2014-07-01,850000.0,4,3,404,10474,1,no waterfront,0,3,9,204,199,2006,0,202,20719
5610,2014-12-01,575000.0,4,2,149,1040,1,no waterfront,0,5,7,94,54,1982,0,149,836
5611,2014-07-12,335000.0,3,1,88,743,1,no waterfront,0,3,7,88,0,1968,0,210,793
5612,2014-08-08,318000.0,3,1,93,668,1,no waterfront,0,5,6,93,0,1948,0,147,711
5613,2015-04-09,510000.0,3,2,131,1052,1,no waterfront,0,3,7,131,0,1980,0,216,322
5614,2014-05-02,242500.0,3,1,111,903,1,no waterfront,0,4,7,111,0,1965,0,128,955
5615,2014-12-04,750000.0,5,2,187,780,1,no waterfront,0,4,7,93,93,1963,0,175,857
5616,2014-07-21,439900.0,5,3,314,738,2,no waterfront,2,3,7,314,0,2003,0,239,641
5617,2015-04-07,710000.0,2,1,157,282,1,no waterfront,0,3,8,135,22,1914,0,150,300
5618,2014-06-04,2400000.0,5,3,316,844,2,no waterfront,3,3,9,256,60,1912,0,328,659
5619,2014-12-15,435000.0,3,1,188,1272,1,no waterfront,0,3,8,151,37,1976,0,196,1040
5620,2014-12-26,874000.0,4,2,265,637,1,no waterfront,1,5,7,144,120,1946,0,212,497
5621,2014-06-16,385000.0,4,1,157,379,1,no waterfront,0,4,7,80,76,1984,0,122,379
5622,2014-10-30,110000.0,2,1,70,440,1,no waterfront,0,3,5,70,0,1930,0,126,725
5623,2014-06-20,477000.0,3,1,165,751,1,no waterfront,0,3,7,112,52,1976,0,165,751
5624,2014-09-12,500000.0,3,2,143,594,1,no waterfront,0,5,8,143,0,1918,0,133,593
5625,2014-08-28,885000.0,4,2,379,1042,2,no waterfront,0,3,10,379,0,2005,0,326,814
5626,2014-08-27,235000.0,2,1,81,520,1,no waterfront,0,5,7,81,0,1955,0,115,651
5627,2015-05-04,210000.0,3,2,122,1415,1,no waterfront,0,3,7,81,40,1995,0,138,775
5628,2015-04-20,320000.0,2,1,88,371,1,no waterfront,0,3,6,88,0,1910,0,137,371
5629,2015-03-13,406000.0,3,1,129,734,1,no waterfront,0,3,7,129,0,1985,0,177,734
5630,2014-10-28,350000.0,3,1,176,949,1,no waterfront,0,4,8,113,63,1963,0,171,1173
5631,2014-06-10,350000.0,2,0,129,4060,1,no waterfront,0,4,7,129,0,1978,0,152,9226
5632,2014-07-10,720000.0,4,2,310,829,2,no waterfront,2,3,10,310,0,1999,0,293,730
5633,2014-05-22,604700.0,4,2,255,1391,1,no waterfront,3,3,9,159,95,1981,0,265,1518
5634,2014-09-25,343000.0,3,1,130,526,1,no waterfront,0,5,5,130,0,1920,0,116,1335
5635,2014-12-09,558000.0,3,2,206,1463,1,no waterfront,0,3,8,118,87,1982,0,187,1309
5636,2015-04-17,364000.0,4,1,112,719,1,no waterfront,0,3,7,112,0,1922,0,102,719
5637,2014-10-28,420000.0,3,1,222,1044,1,no waterfront,0,3,7,119,102,1959,0,210,896
5638,2015-05-15,450000.0,5,2,173,682,1,no waterfront,0,3,7,173,0,1960,0,173,710
5639,2014-08-13,392000.0,2,1,87,464,1,no waterfront,0,4,7,75,12,1925,0,87,466
5640,2014-06-10,100000.0,4,1,104,249,1,no waterfront,0,3,5,79,24,1939,0,104,449
5641,2014-06-12,480000.0,3,2,116,102,3,no waterfront,2,3,8,116,0,2005,0,116,110
5642,2014-08-27,212000.0,3,1,98,857,1,no waterfront,0,4,7,98,0,1955,0,117,870
5643,2014-12-03,560000.0,5,2,223,832,1,no waterfront,0,5,7,148,75,1978,0,223,1069
5644,2015-04-28,359950.0,5,2,264,370,2,no waterfront,0,3,8,264,0,2013,0,211,362
5645,2014-09-10,535000.0,4,2,204,10278,1,no waterfront,0,5,7,123,80,1979,0,212,4775
5646,2015-04-10,980000.0,5,4,321,501,2,no waterfront,0,3,10,262,58,2012,0,175,501
5647,2014-11-13,720000.0,2,1,146,204,2,no waterfront,2,3,8,146,0,1921,1995,201,409
5648,2014-09-29,619950.0,2,1,141,501,1,no waterfront,0,3,7,85,55,1951,0,148,501
5649,2014-05-30,489000.0,3,2,209,1841,2,no waterfront,0,3,9,209,0,1994,0,255,2110
5650,2014-06-16,415000.0,4,2,167,275,1,no waterfront,0,4,7,92,74,1923,0,157,353
5651,2015-04-15,672500.0,4,2,246,1031,2,no waterfront,0,3,10,246,0,1987,0,246,1076
5652,2014-10-17,352500.0,3,1,92,387,1,no waterfront,0,3,7,92,0,1985,0,101,323
5653,2014-09-03,258750.0,4,2,213,780,1,no waterfront,0,4,6,106,106,1962,0,114,780
5654,2015-02-23,350000.0,3,1,100,650,1,no waterfront,0,4,6,100,0,1916,0,130,670
5655,2014-07-29,152000.0,3,1,83,972,1,no waterfront,0,3,7,83,0,1965,0,140,669
5656,2014-06-09,378500.0,2,1,67,699,1,no waterfront,0,3,7,67,0,1946,0,150,699
5657,2014-07-30,1017000.0,4,1,241,3812,1,no waterfront,0,4,8,241,0,1965,0,255,3466
5658,2014-05-02,419000.0,3,1,145,622,1,no waterfront,0,4,7,145,0,1956,0,145,678
5659,2014-05-21,895000.0,5,3,267,1293,1,no waterfront,2,4,9,183,84,1973,0,325,1342
5660,2014-09-26,668500.0,4,2,212,886,1,no waterfront,0,4,8,165,47,1976,0,219,823
5661,2014-08-21,487000.0,2,2,136,235,2,no waterfront,0,3,8,136,0,2005,0,136,604
5662,2014-12-02,538000.0,3,3,243,941,2,no waterfront,0,3,8,183,60,1992,0,182,713
5663,2014-05-28,898000.0,5,1,248,2602,1,no waterfront,0,4,8,134,114,1963,0,269,2060
5664,2014-09-24,315000.0,4,2,187,721,1,no waterfront,0,3,8,187,0,1995,0,180,765
5665,2015-04-28,800000.0,3,2,195,412,2,no waterfront,4,3,7,195,0,1945,0,195,557
5666,2014-07-14,516130.0,3,1,140,766,1,no waterfront,0,4,8,140,0,1962,0,164,766
5667,2015-01-28,1600000.0,3,2,264,1820,1,has waterfront,4,3,10,166,98,1978,0,264,1744
5668,2015-04-27,1200000.0,4,2,397,1188,2,no waterfront,0,3,11,315,81,1999,0,327,891
5669,2015-03-12,355425.0,4,2,300,846,1,no waterfront,2,4,8,155,144,1979,0,283,898
5670,2014-06-24,1157400.0,3,2,254,550,2,no waterfront,2,3,10,254,0,1913,1992,254,552
5671,2014-09-26,689000.0,4,2,187,891,2,no waterfront,0,4,7,187,0,1954,0,209,794
5672,2015-01-13,500000.0,3,3,141,139,3,no waterfront,0,3,7,141,0,2000,0,141,122
5673,2014-07-18,430000.0,5,2,358,3970,1,no waterfront,3,4,8,213,144,1955,0,234,1797
5674,2014-11-21,299500.0,4,2,148,1422,1,no waterfront,0,4,7,100,48,1979,0,150,1149
5675,2014-06-24,349950.0,4,2,194,491,2,no waterfront,0,3,8,194,0,1989,0,193,660
5676,2014-10-28,1419000.0,5,3,373,418,2,no waterfront,0,3,9,289,83,2010,0,329,536
5677,2014-12-16,998000.0,4,2,270,946,2,no waterfront,0,3,9,270,0,1988,0,258,940
5678,2015-05-05,329000.0,3,1,83,891,1,no waterfront,0,4,7,83,0,1970,0,113,765
5679,2014-10-09,575000.0,3,1,159,553,2,no waterfront,0,3,8,159,0,1981,0,150,866
5680,2014-10-02,529900.0,5,2,281,876,2,no waterfront,0,4,8,241,39,1961,0,207,782
5681,2014-11-20,1470000.0,4,2,281,946,1,no waterfront,0,3,9,221,60,2003,0,180,946
5682,2014-08-01,725000.0,4,1,203,873,1,no waterfront,0,4,7,134,68,1962,0,183,836
5683,2014-10-23,286000.0,3,2,156,464,2,no waterfront,0,3,8,156,0,1987,0,159,464
5684,2015-03-05,335000.0,3,2,112,922,1,no waterfront,0,4,7,112,0,1954,2015,157,904
5685,2014-05-15,395300.0,3,1,104,650,1,no waterfront,0,3,7,104,0,1955,0,136,738
5686,2014-07-15,510000.0,4,2,295,1240,2,no waterfront,0,3,8,280,14,2004,0,280,931
5687,2015-02-06,203000.0,3,1,85,696,1,no waterfront,0,4,7,85,0,1970,0,154,743
5688,2014-12-04,248000.0,2,1,65,771,1,no waterfront,0,3,6,65,0,1953,0,116,771
5689,2015-01-27,265000.0,3,2,235,670,2,no waterfront,0,3,8,235,0,1991,0,198,699
5690,2015-05-04,1000000.0,4,1,195,423,1,no waterfront,0,4,8,195,0,1912,0,179,423
5691,2015-04-06,1000000.0,3,1,143,2276,1,no waterfront,0,3,7,143,0,1949,0,143,673
5692,2015-04-06,241400.0,3,2,131,913,1,no waterfront,0,4,7,131,0,1990,0,143,671
5693,2015-03-12,309950.0,4,1,134,935,1,no waterfront,0,4,7,134,0,1966,0,124,745
5694,2014-08-26,294010.0,3,1,143,376,1,no waterfront,0,3,6,77,66,1945,0,102,382
5695,2014-12-16,345000.0,3,2,178,898,2,no waterfront,0,4,8,178,0,1984,0,181,940
5696,2015-05-04,625000.0,3,2,178,898,2,no waterfront,0,4,8,178,0,1984,0,181,940
5697,2014-07-09,660000.0,4,2,233,422,2,no waterfront,0,3,8,233,0,2002,0,236,434
5698,2015-03-17,559000.0,2,2,154,418,1,no waterfront,0,3,8,154,0,2003,0,155,518
5699,2014-07-07,866000.0,4,3,370,909,2,no waterfront,0,3,9,370,0,2004,0,364,761
5700,2014-05-05,770000.0,3,2,218,529,1,no waterfront,0,4,8,168,50,1939,0,201,557
5701,2014-08-15,259950.0,3,1,125,727,1,no waterfront,0,4,7,125,0,1968,0,176,727
5702,2015-03-11,352000.0,5,2,276,913,1,no waterfront,0,3,7,158,117,1968,0,208,913
5703,2014-06-24,2466350.0,5,4,593,1224,2,no waterfront,0,3,10,423,170,1940,0,372,755
5704,2014-11-06,395000.0,3,2,147,950,1,no waterfront,0,3,7,147,0,1966,0,122,949
5705,2015-03-16,276500.0,4,1,130,617,1,no waterfront,0,4,6,130,0,1942,0,104,803
5706,2014-10-20,530000.0,3,2,174,9348,1,no waterfront,0,3,8,174,0,1987,2007,234,2014
5707,2014-07-24,798000.0,4,3,325,953,2,no waterfront,0,3,10,325,0,1987,0,325,990
5708,2014-08-13,380000.0,2,2,127,534,1,no waterfront,0,3,8,127,0,1986,0,128,505
5709,2014-08-19,350000.0,4,2,261,969,2,no waterfront,0,3,8,261,0,2001,0,245,858
5710,2014-05-14,325000.0,3,2,206,561,2,no waterfront,0,4,8,206,0,1990,0,183,671
5711,2015-04-02,336000.0,3,2,196,422,2,no waterfront,0,4,8,196,0,1989,0,196,374
5712,2014-10-24,286900.0,3,2,159,1601,1,no waterfront,0,4,7,133,26,1974,0,184,3256
5713,2014-09-30,472000.0,5,2,165,673,1,no waterfront,0,4,8,123,41,1976,0,165,710
5714,2014-06-30,263000.0,3,1,130,752,2,no waterfront,0,3,7,130,0,1985,0,144,752
5715,2014-07-16,565000.0,3,3,196,371,1,no waterfront,2,4,7,103,92,1965,0,160,371
5716,2014-10-08,765000.0,3,2,250,784,2,no waterfront,0,3,10,250,0,1992,0,263,851
5717,2014-08-11,1517000.0,3,2,242,874,1,has waterfront,4,4,8,242,0,1963,0,275,850
5718,2014-12-23,405000.0,3,2,154,759,1,no waterfront,0,3,7,77,77,1981,0,149,865
5719,2015-04-27,1098000.0,4,3,424,1506,2,no waterfront,0,3,11,424,0,2002,0,436,1532
5720,2014-09-11,555000.0,3,3,349,17536,1,no waterfront,0,4,10,245,104,1979,0,261,4695
5721,2015-04-27,305000.0,3,2,149,326,2,no waterfront,0,3,8,149,0,2006,0,149,283
5722,2014-09-01,289950.0,3,2,161,870,1,no waterfront,0,3,7,129,32,1992,0,161,701
5723,2014-08-13,487500.0,5,3,327,20296,2,no waterfront,0,3,7,221,106,1999,0,196,19640
5724,2014-10-29,96500.0,3,1,78,1123,1,no waterfront,0,3,6,78,0,1959,0,78,866
5725,2015-02-25,185000.0,3,1,78,1123,1,no waterfront,0,3,6,78,0,1959,0,78,866
5726,2014-08-27,150550.0,4,1,136,563,1,no waterfront,0,3,7,136,0,1945,0,114,573
5727,2014-06-24,339000.0,4,2,229,471,1,no waterfront,0,3,6,183,46,1948,1988,98,471
5728,2015-02-02,675000.0,4,1,206,671,1,no waterfront,1,3,8,118,87,1950,0,205,671
5729,2014-06-24,615000.0,3,1,159,379,1,no waterfront,0,4,7,89,70,1924,0,154,379
5730,2014-06-04,837500.0,4,2,250,865,2,no waterfront,0,4,8,250,0,1994,0,196,748
5731,2014-08-19,250000.0,2,1,88,1099,1,no waterfront,0,3,5,88,0,1932,0,157,1169
5732,2014-06-25,583000.0,3,2,166,756,2,no waterfront,0,3,8,166,0,1989,0,167,697
5733,2014-09-04,499000.0,3,2,149,160,3,no waterfront,0,3,8,149,0,2000,0,143,287
5734,2014-07-16,550000.0,3,2,212,587,2,no waterfront,0,3,8,212,0,2001,0,148,574
5735,2014-09-24,400000.0,4,2,201,18979,1,no waterfront,0,4,7,201,0,1980,0,163,14325
5736,2015-02-19,990400.0,3,2,195,380,2,no waterfront,0,3,9,195,0,2008,0,169,442
5737,2014-08-21,600000.0,3,2,215,4856,1,no waterfront,0,3,8,215,0,1974,0,204,4856
5738,2015-02-12,325000.0,2,1,104,579,1,no waterfront,0,4,6,104,0,1954,0,124,723
5739,2014-07-10,265000.0,3,2,142,557,2,no waterfront,0,4,7,142,0,1991,0,126,557
5740,2015-01-08,1620500.0,3,2,324,869,1,no waterfront,3,5,9,164,159,1960,0,338,689
5741,2015-03-09,347500.0,3,1,109,776,1,no waterfront,0,3,7,109,0,1960,0,158,812
5742,2015-01-09,629000.0,5,2,190,278,1,no waterfront,0,3,7,136,53,1912,1984,144,418
5743,2014-07-08,1087500.0,2,2,219,1053,1,no waterfront,0,3,9,219,0,1997,0,281,1053
5744,2014-06-30,397500.0,4,2,238,730,2,no waterfront,0,3,8,238,0,1992,0,199,676
5745,2014-10-30,404500.0,2,1,117,343,1,no waterfront,0,3,7,117,0,1909,0,183,297
5746,2014-05-13,225000.0,3,1,116,696,1,no waterfront,0,3,7,116,0,1967,0,117,702
5747,2015-05-13,267000.0,3,2,233,919,1,no waterfront,0,3,8,149,83,1978,0,180,790
5748,2014-06-11,800000.0,4,3,249,371,2,no waterfront,3,4,9,196,52,1909,1989,262,371
5749,2015-02-10,339000.0,4,2,269,642,2,no waterfront,0,3,8,269,0,2001,0,252,963
5750,2015-04-15,1850000.0,4,2,355,1112,1,has waterfront,4,3,11,220,135,1981,0,286,1142
5751,2014-09-30,525000.0,5,1,118,360,1,no waterfront,0,3,7,118,0,1923,0,131,355
5752,2014-10-06,1150000.0,5,3,404,577,2,no waterfront,2,3,10,327,77,2007,0,302,556
5753,2014-12-23,565000.0,1,1,127,580,1,no waterfront,0,4,7,127,0,1921,0,134,580
5754,2014-05-20,387000.0,2,2,114,118,2,no waterfront,0,3,8,89,25,2012,0,104,126
5755,2014-06-19,720000.0,4,2,226,3185,2,no waterfront,0,3,9,226,0,1987,0,265,3541
5756,2014-07-11,1500000.0,4,3,409,1154,2,no waterfront,2,3,12,317,91,1996,0,379,1126
5757,2014-08-26,235000.0,2,1,84,707,1,no waterfront,0,3,6,84,0,1936,0,121,615
5758,2015-01-16,365000.0,2,1,84,707,1,no waterfront,0,3,6,84,0,1936,0,121,615
5759,2014-05-21,368250.0,3,2,199,695,2,no waterfront,0,3,8,199,0,1988,0,199,639
5760,2014-11-13,580000.0,3,2,199,695,2,no waterfront,0,3,8,199,0,1988,0,199,639
5761,2014-07-17,1100000.0,4,3,296,1093,2,has waterfront,4,3,8,242,53,1956,1991,208,810
5762,2015-01-27,215000.0,4,2,197,417,2,no waterfront,0,3,7,197,0,2004,0,299,501
5763,2014-09-09,648000.0,4,2,254,925,2,no waterfront,0,3,9,254,0,1989,0,244,920
5764,2014-09-03,705000.0,4,3,292,865,2,no waterfront,0,3,9,292,0,2001,0,292,865
5765,2015-01-09,465000.0,3,2,134,143,2,no waterfront,0,3,8,109,25,2005,0,134,143
5766,2014-12-22,650000.0,5,2,222,325,1,no waterfront,0,3,8,176,46,1911,0,141,371
5767,2014-07-21,335000.0,4,2,211,696,1,no waterfront,0,4,7,105,105,1963,0,154,743
5768,2015-04-28,640000.0,4,2,214,2958,1,no waterfront,0,4,8,214,0,1984,0,251,3348
5769,2015-03-03,638250.0,4,2,228,745,2,no waterfront,0,3,9,228,0,1989,0,224,742
5770,2014-10-17,1460000.0,4,3,390,1333,2,no waterfront,2,3,12,338,52,1996,0,348,1515
5771,2015-04-27,375000.0,4,2,150,427,2,no waterfront,0,3,7,150,0,1909,0,150,418
5772,2014-07-16,842000.0,4,1,201,884,1,no waterfront,0,3,8,201,0,1960,0,177,884
5773,2014-10-08,499950.0,3,2,267,668,1,no waterfront,0,3,8,158,108,1970,0,174,947
5774,2015-02-17,810000.0,4,2,304,2342,2,no waterfront,3,3,11,304,0,1985,0,304,2342
5775,2015-02-26,310000.0,5,2,269,1112,2,no waterfront,0,4,7,269,0,1969,0,117,1151
5776,2014-10-31,730000.0,3,2,200,818,1,no waterfront,0,3,9,143,57,2014,0,86,503
5777,2014-11-13,637800.0,4,1,209,441,1,no waterfront,0,4,7,131,77,1924,0,179,441
5778,2015-02-06,225000.0,3,1,124,445,1,no waterfront,0,4,5,124,0,1903,0,115,445
5779,2014-06-10,417500.0,4,1,129,1003,1,no waterfront,0,4,7,129,0,1941,0,129,869
5780,2015-03-20,265000.0,4,2,148,943,1,no waterfront,0,4,7,148,0,1972,0,143,868
5781,2014-07-25,550000.0,4,2,190,806,2,no waterfront,0,3,8,190,0,1987,0,186,812
5782,2015-01-26,625700.0,3,2,238,14851,1,no waterfront,0,5,7,238,0,1968,0,186,3560
5783,2014-08-01,595000.0,3,2,247,988,2,no waterfront,0,3,9,247,0,1991,0,240,802
5784,2014-07-14,270000.0,3,1,143,1251,1,no waterfront,0,4,7,143,0,1972,0,143,1251
5785,2014-07-18,739375.0,5,3,245,297,2,no waterfront,0,4,7,198,46,1906,0,143,208
5786,2014-07-08,357562.0,2,1,112,95,2,no waterfront,0,3,8,112,0,2014,0,112,101
5787,2014-06-11,1010000.0,4,2,349,2714,2,no waterfront,0,3,11,349,0,1987,0,365,1850
5788,2014-09-30,455000.0,2,1,125,398,1,no waterfront,0,3,8,125,0,2004,0,133,449
5789,2015-05-01,310000.0,5,2,241,891,1,no waterfront,2,4,8,168,73,1969,0,192,897
5790,2014-08-11,415000.0,3,2,362,10359,2,no waterfront,0,3,6,321,40,1967,2008,228,20234
5791,2014-08-19,452000.0,2,1,124,752,1,no waterfront,2,3,8,124,0,1950,0,156,720
5792,2015-01-13,810000.0,3,2,163,1572,1,no waterfront,0,3,7,163,0,1953,0,318,934
5793,2014-05-27,730001.0,3,2,170,441,1,no waterfront,0,5,7,93,77,1951,0,163,511
5794,2015-04-30,825000.0,3,2,276,8048,1,no waterfront,0,3,9,207,69,1989,0,276,9955
5795,2014-07-16,665000.0,3,2,160,278,2,no waterfront,0,3,8,160,0,1996,0,160,164
5796,2014-06-04,327500.0,4,1,153,724,1,no waterfront,0,3,8,153,0,1968,0,162,966
5797,2014-07-28,699950.0,3,2,313,3364,2,no waterfront,0,4,9,313,0,1988,0,276,2953
5798,2014-07-28,424000.0,3,2,204,3221,2,no waterfront,0,3,9,204,0,1985,0,237,3329
5799,2014-06-25,657000.0,4,2,202,313,1,no waterfront,0,4,7,131,70,1926,0,144,313
5800,2014-07-17,445000.0,3,1,138,1007,1,no waterfront,0,3,7,112,26,1974,0,194,923
5801,2014-07-31,450000.0,3,2,142,70,2,no waterfront,0,3,8,97,44,2007,0,149,137
5802,2014-09-26,350000.0,3,1,109,692,1,no waterfront,0,4,7,109,0,1964,0,134,757
5803,2014-11-12,460000.0,4,2,193,1628,2,no waterfront,0,3,9,193,0,1996,0,236,1166
5804,2014-06-26,385000.0,4,2,297,2104,1,no waterfront,0,5,8,149,147,1970,0,188,510
5805,2014-11-04,272000.0,4,2,174,572,2,no waterfront,0,3,7,174,0,1993,0,146,595
5806,2015-01-20,535000.0,3,2,233,515,2,no waterfront,0,3,7,233,0,2001,0,247,521
